CustomerEmail,First Name,Last Name,Phone,Region,Registration Date,OptOut
customer126@gmail.com,Mike,Johnson,invalid-phone,N/A,2020-01-08,0
customer557@company.com,Léa,Díaz,020 7946 0958,united states,2020-01-08,0
customer556@yahoo.com,André,Smith,invalid-phone,eu,2020-01-08,0
customer0@gmail.com,Alex,López,020 7946 0958,,2020-01-08,0
customer167@company.com,François,González,+1 (555) 123-4567,Europe,2020-01-08,0
customer619@yahoo.com,André,Díaz,invalid-phone,us,2020-01-08,0
customer18@gmail.com,Jane,Garcia,+81-3-1234-5678,N/A,2020-01-09,1
customer331@yahoo.com,Jane,Kim,555.123.4567,EU,2020-01-09,0
customer583@yahoo.com,Sarah,Brown,,eu,2020-01-09,0
customer455@company.com,Chris,Williams,020 7946 0958,USA,2020-01-09,0
customer108@gmail.com,John,Williams,+81-3-1234-5678,APAC,2020-01-09,0
customer267@gmail.com,André,Martínez,+44 20 7946 0958,EU,2020-01-09,0
customer444@gmail.com,Maria,González,020 7946 0958,europe,2020-01-10,0
customer239@company.com,Pat,Williams,020 7946 0958,Asia Pacific,2020-01-10,0
customer300@gmail.com,Sarah,Martínez,invalid-phone,EMEA,2020-01-10,0
customer601@yahoo.com,Jane,Jones,5551234567,us,2020-01-10,0
customer102@gmail.com,John,Kim,020 7946 0958,AP,2020-01-10,0
customer249@gmail.com,Mike,Brown,555.123.4567,EU,2020-01-10,0
customer452@company.com,José,Wang,020 7946 0958,,2020-01-11,0
customer519@gmail.com,Léa,Díaz,555.123.4567,us,2020-01-11,0
customer152@company.com,André,López,invalid-phone,USA,2020-01-11,0
customer173@company.com,Jane,Jones,555.123.4567,apac,2020-01-11,1
customer342@gmail.com,Chris,Martínez,+1 (555) 123-4567,AP,2020-01-11,1
customer669@gmail.com,Chris,Smith,+81-3-1234-5678,us,2020-01-11,0
customer430@yahoo.com,Sam,Díaz,555.123.4567,Asia,2020-01-12,0
customer726@gmail.com,Mike,Garcia,5551234567,europe,2020-01-12,0
customer688@yahoo.com,Sam,Kim,invalid-phone,N/A,2020-01-12,0
customer686@company.com,Pat,González,020 7946 0958,Europe,2020-01-12,0
customer657@gmail.com,Sarah,Williams,,US,2020-01-12,0
customer323@company.com,Müller,Garcia,555.123.4567,EU,2020-01-12,0
customer672@gmail.com,José,Smith,+81-3-1234-5678,EU,2020-01-13,0
customer638@company.com,John,Díaz,+81-3-1234-5678,Asia Pacific,2020-01-13,1
customer419@company.com,Sarah,Garcia,,N/A,2020-01-13,0
customer593@company.com,Chris,Brown,invalid-phone,us,2020-01-13,0
customer484@yahoo.com,Chris,Williams,+81-3-1234-5678,Europe,2020-01-13,0
customer658@yahoo.com,Sam,Wang,+1 (555) 123-4567,europe,2020-01-13,0
customer750@gmail.com,Jane,Smith,+44 20 7946 0958,eu,2020-01-14,0
customer411@gmail.com,Sam,Martínez,,europe,2020-01-14,0
customer83@company.com,Maria,Garcia,+44 20 7946 0958,EMEA,2020-01-14,0
customer112@yahoo.com,Mike,Wang,invalid-phone,united states,2020-01-14,0
customer736@yahoo.com,Mike,López,5551234567,US,2020-01-14,0
customer331@yahoo.com,François,Brown,,us,2020-01-14,0
customer377@company.com,Pat,Brown,5551234567,eu,2020-01-15,0
customer754@yahoo.com,John,Wang,+1 (555) 123-4567,USA,2020-01-15,1
customer654@gmail.com,Maria,Garcia,+44 20 7946 0958,europe,2020-01-15,0
customer40@yahoo.com,Maria,López,+81-3-1234-5678,AP,2020-01-15,0
customer769@yahoo.com,François,Johnson,,USA,2020-01-15,0
customer796@yahoo.com,José,Jones,+44 20 7946 0958,N/A,2020-01-15,0
customer104@company.com,O'Brien,Wang,+44 20 7946 0958,Asia,2020-01-16,0
customer201@gmail.com,Pat,Jones,020 7946 0958,apac,2020-01-16,0
customer449@company.com,Müller,Smith,+44 20 7946 0958,Europe,2020-01-16,0
customer265@yahoo.com,Chris,Wang,invalid-phone,apac,2020-01-16,0
customer209@company.com,André,Garcia,555.123.4567,EMEA,2020-01-16,0
customer562@yahoo.com,François,Wang,020 7946 0958,eu,2020-01-16,0
customer117@gmail.com,Léa,Jones,+81-3-1234-5678,North America,2020-01-17,0
customer712@yahoo.com,Müller,Martínez,invalid-phone,N/A,2020-01-17,0
customer376@yahoo.com,José,López,invalid-phone,Europe,2020-01-17,0
customer550@yahoo.com,Léa,Wang,5551234567,N/A,2020-01-17,0
customer539@company.com,José,Díaz,5551234567,Asia,2020-01-17,0
customer770@company.com,Léa,Brown,555.123.4567,USA,2020-01-17,0
customer83@company.com,Maria,Martínez,020 7946 0958,AP,2020-01-18,0
customer453@gmail.com,François,Garcia,,europe,2020-01-18,0
customer666@gmail.com,François,Jones,020 7946 0958,united states,2020-01-18,0
customer628@yahoo.com,John,Kim,,united states,2020-01-18,0
customer513@gmail.com,Mike,González,020 7946 0958,Europe,2020-01-18,1
customer604@yahoo.com,Pat,López,020 7946 0958,united states,2020-01-18,0
customer677@company.com,John,Díaz,,eu,2020-01-19,0
customer386@company.com,Müller,Díaz,555.123.4567,,2020-01-19,0
customer349@yahoo.com,Jane,Williams,+44 20 7946 0958,USA,2020-01-19,0
customer295@yahoo.com,Maria,Smith,5551234567,Europe,2020-01-19,0
customer257@company.com,Pat,González,020 7946 0958,USA,2020-01-19,1
customer80@company.com,John,González,555.123.4567,united states,2020-01-19,0
customer267@gmail.com,O'Brien,González,,Asia Pacific,2020-01-20,0
customer418@yahoo.com,José,Johnson,020 7946 0958,APAC,2020-01-20,0
customer234@gmail.com,O'Brien,Johnson,555.123.4567,AP,2020-01-20,0
customer310@yahoo.com,John,Garcia,+44 20 7946 0958,US,2020-01-20,0
customer356@company.com,Müller,Williams,555.123.4567,North America,2020-01-20,0
customer212@company.com,François,Williams,020 7946 0958,APAC,2020-01-20,0
customer573@gmail.com,Pat,Smith,+1 (555) 123-4567,Europe,2020-01-21,0
customer48@gmail.com,Alex,Smith,invalid-phone,North America,2020-01-21,0
customer126@gmail.com,Chris,González,+81-3-1234-5678,APAC,2020-01-21,0
customer222@gmail.com,John,Martínez,+1 (555) 123-4567,EMEA,2020-01-21,0
customer278@company.com,Chris,Díaz,+1 (555) 123-4567,us,2020-01-21,0
customer407@company.com,Maria,Kim,5551234567,us,2020-01-21,0
customer504@gmail.com,Maria,Garcia,5551234567,,2020-01-22,0
customer293@company.com,O'Brien,González,5551234567,APAC,2020-01-22,0
customer795@gmail.com,Léa,Williams,555.123.4567,apac,2020-01-22,0
customer276@gmail.com,Jane,Williams,,US,2020-01-22,0
customer437@company.com,Jane,Martínez,,USA,2020-01-22,0
customer106@yahoo.com,François,López,020 7946 0958,North America,2020-01-22,0
customer657@gmail.com,François,López,+81-3-1234-5678,,2020-01-23,0
customer419@company.com,Chris,González,+1 (555) 123-4567,North America,2020-01-23,0
customer610@yahoo.com,François,Smith,,,2020-01-23,0
customer428@company.com,Chris,Williams,555.123.4567,europe,2020-01-23,0
customer374@company.com,Chris,Wang,555.123.4567,US,2020-01-23,0
customer72@gmail.com,Sarah,Smith,+1 (555) 123-4567,,2020-01-23,0
customer633@gmail.com,O'Brien,Brown,5551234567,us,2020-01-24,0
customer29@company.com,O'Brien,Garcia,020 7946 0958,North America,2020-01-24,0
customer187@yahoo.com,André,Kim,,US,2020-01-24,0
customer363@gmail.com,Chris,Garcia,,eu,2020-01-24,0
customer799@yahoo.com,Maria,Brown,+1 (555) 123-4567,Asia,2020-01-24,0
customer450@gmail.com,François,Smith,+44 20 7946 0958,apac,2020-01-24,0
customer194@company.com,Mike,Garcia,invalid-phone,EU,2020-01-25,0
customer155@company.com,Mike,Garcia,020 7946 0958,Europe,2020-01-25,0
customer171@gmail.com,Chris,Garcia,5551234567,North America,2020-01-25,0
customer40@yahoo.com,André,Martínez,+81-3-1234-5678,united states,2020-01-25,0
customer62@company.com,John,Brown,5551234567,North America,2020-01-25,0
customer22@yahoo.com,Mike,Smith,+81-3-1234-5678,Europe,2020-01-25,0
customer359@company.com,Sarah,Wang,020 7946 0958,Asia Pacific,2020-01-26,0
customer74@company.com,Sarah,Johnson,+1 (555) 123-4567,us,2020-01-26,0
customer559@yahoo.com,José,Williams,+1 (555) 123-4567,eu,2020-01-26,0
customer671@company.com,José,Martínez,020 7946 0958,united states,2020-01-26,0
customer117@gmail.com,François,Garcia,invalid-phone,US,2020-01-26,0
customer611@company.com,José,Díaz,+1 (555) 123-4567,N/A,2020-01-26,1
customer379@yahoo.com,Müller,González,+81-3-1234-5678,North America,2020-01-27,0
customer678@gmail.com,Chris,Jones,+81-3-1234-5678,europe,2020-01-27,0
customer289@yahoo.com,Mike,Brown,5551234567,AP,2020-01-27,0
customer439@yahoo.com,Jane,Wang,+1 (555) 123-4567,united states,2020-01-27,0
customer667@yahoo.com,Mike,Wang,555.123.4567,,2020-01-27,0
customer6@gmail.com,Pat,Wang,,USA,2020-01-27,0
customer195@gmail.com,Sarah,Brown,+1 (555) 123-4567,EMEA,2020-01-28,0
customer420@gmail.com,Maria,González,,US,2020-01-28,0
customer567@gmail.com,Sarah,Brown,+1 (555) 123-4567,USA,2020-01-28,1
customer192@gmail.com,O'Brien,Brown,,North America,2020-01-28,0
customer558@gmail.com,John,López,5551234567,US,2020-01-28,0
customer147@gmail.com,Maria,Kim,invalid-phone,Europe,2020-01-28,0
customer786@gmail.com,André,Williams,+81-3-1234-5678,europe,2020-01-29,0
customer668@company.com,Chris,Johnson,invalid-phone,,2020-01-29,0
customer201@gmail.com,O'Brien,Garcia,+1 (555) 123-4567,,2020-01-29,0
customer443@company.com,Sarah,Garcia,5551234567,EMEA,2020-01-29,0
customer418@yahoo.com,Alex,Wang,+44 20 7946 0958,united states,2020-01-29,0
customer426@gmail.com,José,Wang,+81-3-1234-5678,EU,2020-01-29,0
customer478@yahoo.com,Mike,Martínez,+1 (555) 123-4567,europe,2020-01-30,0
customer474@gmail.com,Jane,Williams,+1 (555) 123-4567,Asia,2020-01-30,1
customer125@company.com,Sam,Kim,+1 (555) 123-4567,US,2020-01-30,0
customer394@yahoo.com,O'Brien,Wang,+44 20 7946 0958,Europe,2020-01-30,0
customer575@company.com,Pat,Martínez,020 7946 0958,USA,2020-01-30,0
customer324@gmail.com,Léa,Williams,555.123.4567,EMEA,2020-01-30,0
customer391@yahoo.com,Chris,Wang,5551234567,united states,2020-01-31,1
customer687@gmail.com,Sam,Garcia,555.123.4567,,2020-01-31,0
customer627@gmail.com,François,Wang,+1 (555) 123-4567,Asia,2020-01-31,0
customer439@yahoo.com,Chris,Brown,555.123.4567,,2020-01-31,0
customer203@company.com,José,Brown,+81-3-1234-5678,Asia Pacific,2020-01-31,1
customer485@company.com,François,Kim,,united states,2020-01-31,0
customer30@gmail.com,José,López,+81-3-1234-5678,,2020-02-01,0
customer387@gmail.com,Jane,González,+44 20 7946 0958,apac,2020-02-01,0
customer624@gmail.com,Jane,Williams,invalid-phone,EMEA,2020-02-01,0
customer433@yahoo.com,O'Brien,Jones,555.123.4567,APAC,2020-02-01,0
customer375@gmail.com,Maria,Williams,invalid-phone,USA,2020-02-01,1
customer343@yahoo.com,Léa,Smith,555.123.4567,USA,2020-02-01,0
customer442@yahoo.com,José,López,+44 20 7946 0958,europe,2020-02-02,0
customer578@company.com,Jane,Brown,+81-3-1234-5678,,2020-02-02,0
customer74@company.com,Pat,Kim,invalid-phone,,2020-02-02,0
customer556@yahoo.com,Pat,López,555.123.4567,Asia Pacific,2020-02-02,0
customer771@gmail.com,O'Brien,Brown,+1 (555) 123-4567,Asia Pacific,2020-02-02,1
customer665@company.com,Sarah,López,+1 (555) 123-4567,North America,2020-02-02,0
customer154@yahoo.com,John,Garcia,+81-3-1234-5678,AP,2020-02-03,0
customer429@gmail.com,Maria,Kim,5551234567,Europe,2020-02-03,0
customer362@company.com,Maria,Kim,555.123.4567,AP,2020-02-03,0
customer447@gmail.com,André,Brown,,Europe,2020-02-03,0
customer233@company.com,Maria,Garcia,+81-3-1234-5678,europe,2020-02-03,0
customer562@yahoo.com,John,López,+1 (555) 123-4567,us,2020-02-03,0
customer261@gmail.com,Jane,Martínez,020 7946 0958,Europe,2020-02-04,0
customer124@yahoo.com,François,Brown,020 7946 0958,eu,2020-02-04,0
customer244@yahoo.com,Léa,Smith,020 7946 0958,North America,2020-02-04,0
customer541@yahoo.com,Léa,Johnson,,US,2020-02-04,0
customer484@yahoo.com,Jane,Williams,+81-3-1234-5678,US,2020-02-04,1
customer121@yahoo.com,Alex,Brown,5551234567,united states,2020-02-04,0
customer124@yahoo.com,Sam,Johnson,invalid-phone,EMEA,2020-02-05,0
customer548@company.com,John,González,555.123.4567,Asia Pacific,2020-02-05,0
customer169@yahoo.com,Mike,Wang,+44 20 7946 0958,Europe,2020-02-05,0
customer123@gmail.com,André,López,,APAC,2020-02-05,0
customer34@yahoo.com,Maria,Kim,555.123.4567,AP,2020-02-05,0
customer86@company.com,Pat,Brown,+44 20 7946 0958,apac,2020-02-05,0
customer645@gmail.com,Mike,López,5551234567,US,2020-02-06,0
customer707@company.com,Maria,Jones,+44 20 7946 0958,USA,2020-02-06,0
customer785@company.com,Pat,Jones,555.123.4567,EU,2020-02-06,0
customer200@company.com,Sam,Williams,+81-3-1234-5678,EU,2020-02-06,1
customer368@company.com,Mike,Wang,invalid-phone,EU,2020-02-06,0
customer796@yahoo.com,Maria,Kim,+1 (555) 123-4567,EMEA,2020-02-06,0
customer76@yahoo.com,Mike,Wang,,united states,2020-02-07,0
customer58@yahoo.com,Jane,Garcia,invalid-phone,Asia,2020-02-07,0
customer430@yahoo.com,Léa,Brown,,North America,2020-02-07,0
customer637@yahoo.com,Chris,Martínez,5551234567,USA,2020-02-07,0
customer499@yahoo.com,Chris,Jones,020 7946 0958,united states,2020-02-07,1
customer108@gmail.com,François,Garcia,5551234567,eu,2020-02-07,1
customer735@gmail.com,Mike,López,555.123.4567,us,2020-02-08,0
customer277@yahoo.com,André,Brown,5551234567,EU,2020-02-08,0
customer67@yahoo.com,André,López,,Asia Pacific,2020-02-08,1
customer68@company.com,O'Brien,Williams,+1 (555) 123-4567,,2020-02-08,0
customer164@company.com,François,Wang,+81-3-1234-5678,eu,2020-02-08,1
customer488@company.com,Sam,López,5551234567,us,2020-02-08,0
customer304@yahoo.com,José,Kim,020 7946 0958,North America,2020-02-09,0
customer673@yahoo.com,André,Jones,+81-3-1234-5678,N/A,2020-02-09,0
customer364@yahoo.com,José,González,+44 20 7946 0958,EU,2020-02-09,0
customer378@gmail.com,O'Brien,Williams,5551234567,Asia Pacific,2020-02-09,0
customer342@gmail.com,Maria,Díaz,555.123.4567,us,2020-02-09,0
customer553@yahoo.com,Sam,González,555.123.4567,Europe,2020-02-09,0
customer353@company.com,François,Garcia,555.123.4567,europe,2020-02-10,0
customer415@yahoo.com,Alex,Díaz,invalid-phone,EMEA,2020-02-10,0
customer108@gmail.com,Chris,Brown,+1 (555) 123-4567,europe,2020-02-10,0
customer562@yahoo.com,Chris,Johnson,,united states,2020-02-10,0
customer761@company.com,Chris,Jones,,Europe,2020-02-10,0
customer496@yahoo.com,O'Brien,Johnson,020 7946 0958,europe,2020-02-10,0
customer340@yahoo.com,Pat,Brown,+81-3-1234-5678,US,2020-02-11,1
customer382@yahoo.com,Léa,Garcia,,united states,2020-02-11,1
customer532@yahoo.com,Maria,López,invalid-phone,North America,2020-02-11,0
customer299@company.com,André,Martínez,invalid-phone,APAC,2020-02-11,0
customer138@gmail.com,Mike,Williams,+1 (555) 123-4567,apac,2020-02-11,0
customer358@yahoo.com,Sam,González,invalid-phone,,2020-02-11,1
customer498@gmail.com,Jane,Jones,+44 20 7946 0958,,2020-02-12,0
customer384@gmail.com,François,Martínez,020 7946 0958,EU,2020-02-12,0
customer603@gmail.com,Müller,Johnson,,EU,2020-02-12,0
customer279@gmail.com,José,González,+1 (555) 123-4567,apac,2020-02-12,0
customer636@gmail.com,François,Jones,,Asia,2020-02-12,0
customer482@company.com,André,Brown,5551234567,Asia,2020-02-12,0
customer110@company.com,Müller,Garcia,555.123.4567,USA,2020-02-13,1
customer138@gmail.com,André,Díaz,+1 (555) 123-4567,apac,2020-02-13,1
customer434@company.com,John,Kim,+1 (555) 123-4567,APAC,2020-02-13,0
customer508@yahoo.com,Léa,Martínez,,Asia Pacific,2020-02-13,0
customer272@company.com,Jane,Díaz,invalid-phone,US,2020-02-13,0
customer98@company.com,Maria,Smith,,AP,2020-02-13,0
customer763@yahoo.com,François,Wang,020 7946 0958,EU,2020-02-14,0
customer103@yahoo.com,Chris,Williams,020 7946 0958,eu,2020-02-14,0
customer213@gmail.com,Alex,González,020 7946 0958,united states,2020-02-14,0
customer760@yahoo.com,Sarah,Garcia,+81-3-1234-5678,united states,2020-02-14,0
customer663@gmail.com,O'Brien,Díaz,+44 20 7946 0958,APAC,2020-02-14,0
customer761@company.com,Maria,Wang,5551234567,USA,2020-02-14,0
customer786@gmail.com,O'Brien,Wang,020 7946 0958,Europe,2020-02-15,0
customer164@company.com,André,López,5551234567,EU,2020-02-15,1
customer519@gmail.com,Léa,Brown,+1 (555) 123-4567,europe,2020-02-15,1
customer283@yahoo.com,Alex,López,+81-3-1234-5678,eu,2020-02-15,1
customer516@gmail.com,O'Brien,Kim,invalid-phone,Asia Pacific,2020-02-15,0
customer656@company.com,Pat,Brown,,Asia,2020-02-15,0
customer612@gmail.com,Alex,Johnson,5551234567,APAC,2020-02-16,0
customer163@yahoo.com,John,González,5551234567,,2020-02-16,1
customer658@yahoo.com,O'Brien,Smith,+81-3-1234-5678,APAC,2020-02-16,0
customer63@gmail.com,Sarah,Brown,invalid-phone,North America,2020-02-16,0
customer90@gmail.com,Léa,Williams,020 7946 0958,us,2020-02-16,0
customer116@company.com,José,Johnson,+44 20 7946 0958,US,2020-02-16,0
customer266@company.com,Mike,Wang,555.123.4567,North America,2020-02-17,0
customer684@gmail.com,Müller,Jones,invalid-phone,apac,2020-02-17,0
customer558@gmail.com,Léa,Johnson,invalid-phone,EU,2020-02-17,0
customer139@yahoo.com,O'Brien,Garcia,,us,2020-02-17,0
customer245@company.com,José,Díaz,5551234567,US,2020-02-17,1
customer660@gmail.com,François,Jones,+1 (555) 123-4567,AP,2020-02-17,0
customer757@yahoo.com,Sam,Kim,+44 20 7946 0958,europe,2020-02-18,0
customer394@yahoo.com,Müller,González,,Asia Pacific,2020-02-18,0
customer486@gmail.com,Alex,Smith,020 7946 0958,US,2020-02-18,1
customer475@yahoo.com,Sam,Garcia,020 7946 0958,US,2020-02-18,0
customer516@gmail.com,Maria,Smith,invalid-phone,US,2020-02-18,1
customer183@gmail.com,Müller,Garcia,+44 20 7946 0958,,2020-02-18,0
customer19@yahoo.com,Jane,Martínez,+81-3-1234-5678,,2020-02-19,1
customer557@company.com,Sam,Williams,+44 20 7946 0958,europe,2020-02-19,1
customer523@yahoo.com,Mike,Brown,invalid-phone,,2020-02-19,0
customer581@company.com,Müller,Williams,5551234567,united states,2020-02-19,0
customer528@gmail.com,O'Brien,González,+1 (555) 123-4567,Asia,2020-02-19,0
customer146@company.com,John,González,,eu,2020-02-19,0
customer665@company.com,Alex,Williams,+1 (555) 123-4567,Asia Pacific,2020-02-20,0
customer303@gmail.com,Sam,Kim,5551234567,europe,2020-02-20,0
customer619@yahoo.com,Alex,Martínez,invalid-phone,APAC,2020-02-20,0
customer747@gmail.com,Sam,López,+1 (555) 123-4567,eu,2020-02-20,0
customer581@company.com,François,Smith,020 7946 0958,USA,2020-02-20,0
customer694@yahoo.com,Maria,López,5551234567,eu,2020-02-20,0
customer761@company.com,François,Martínez,+81-3-1234-5678,eu,2020-02-21,0
customer227@company.com,O'Brien,Williams,invalid-phone,US,2020-02-21,0
customer101@company.com,José,Martínez,invalid-phone,us,2020-02-21,0
customer586@yahoo.com,John,Smith,invalid-phone,Asia,2020-02-21,0
customer416@company.com,Léa,Kim,020 7946 0958,North America,2020-02-21,1
customer215@company.com,Maria,Garcia,,EMEA,2020-02-21,0
customer406@yahoo.com,John,Martínez,+44 20 7946 0958,North America,2020-02-22,0
customer398@company.com,Mike,Díaz,5551234567,united states,2020-02-22,0
customer714@gmail.com,Sarah,Garcia,555.123.4567,USA,2020-02-22,0
customer703@yahoo.com,John,González,5551234567,North America,2020-02-22,1
customer760@yahoo.com,Léa,Johnson,+81-3-1234-5678,North America,2020-02-22,1
customer498@gmail.com,Pat,Brown,555.123.4567,North America,2020-02-22,0
customer753@gmail.com,Léa,Kim,020 7946 0958,Asia,2020-02-23,0
customer464@company.com,Sam,Jones,invalid-phone,us,2020-02-23,0
customer690@gmail.com,Mike,Kim,5551234567,united states,2020-02-23,0
customer730@yahoo.com,José,Kim,,united states,2020-02-23,1
customer81@gmail.com,Pat,Brown,555.123.4567,Asia Pacific,2020-02-23,0
customer603@gmail.com,Sam,Johnson,5551234567,EU,2020-02-23,0
customer686@company.com,Sarah,Williams,+1 (555) 123-4567,europe,2020-02-24,0
customer750@gmail.com,O'Brien,Jones,invalid-phone,EMEA,2020-02-24,0
customer771@gmail.com,John,Williams,+1 (555) 123-4567,Europe,2020-02-24,0
customer364@yahoo.com,Alex,Wang,+1 (555) 123-4567,North America,2020-02-24,0
customer162@gmail.com,Chris,Brown,+44 20 7946 0958,AP,2020-02-24,0
customer47@company.com,O'Brien,López,5551234567,US,2020-02-24,0
customer510@gmail.com,André,Martínez,+81-3-1234-5678,North America,2020-02-25,0
customer328@yahoo.com,José,Wang,invalid-phone,us,2020-02-25,1
customer115@yahoo.com,Chris,Jones,+1 (555) 123-4567,US,2020-02-25,0
customer336@gmail.com,Léa,Brown,+44 20 7946 0958,US,2020-02-25,0
customer736@yahoo.com,Sam,Williams,+81-3-1234-5678,eu,2020-02-25,0
customer146@company.com,Sam,Johnson,invalid-phone,EU,2020-02-25,0
customer574@yahoo.com,Mike,Williams,5551234567,APAC,2020-02-26,0
customer322@yahoo.com,Alex,Garcia,invalid-phone,AP,2020-02-26,0
customer442@yahoo.com,Pat,Díaz,invalid-phone,Europe,2020-02-26,0
customer12@gmail.com,Maria,Martínez,+81-3-1234-5678,Asia Pacific,2020-02-26,1
customer493@yahoo.com,Müller,Smith,+1 (555) 123-4567,North America,2020-02-26,0
customer700@yahoo.com,John,López,555.123.4567,EMEA,2020-02-26,0
customer286@yahoo.com,Sam,Wang,555.123.4567,EMEA,2020-02-27,0
customer719@company.com,André,Kim,5551234567,North America,2020-02-27,0
customer113@company.com,Pat,Díaz,+81-3-1234-5678,eu,2020-02-27,0
customer479@company.com,Mike,López,invalid-phone,US,2020-02-27,0
customer21@gmail.com,François,Martínez,020 7946 0958,N/A,2020-02-27,0
customer348@gmail.com,François,Brown,,eu,2020-02-27,0
customer725@company.com,O'Brien,Smith,020 7946 0958,USA,2020-02-28,0
customer682@yahoo.com,Mike,Garcia,,EU,2020-02-28,0
customer565@yahoo.com,Mike,Williams,+81-3-1234-5678,europe,2020-02-28,1
customer319@yahoo.com,Mike,Johnson,020 7946 0958,,2020-02-28,0
customer125@company.com,Maria,Garcia,invalid-phone,Europe,2020-02-28,0
customer276@gmail.com,José,Kim,+44 20 7946 0958,AP,2020-02-28,0
customer203@company.com,Sarah,Brown,+44 20 7946 0958,Asia Pacific,2020-02-29,0
customer193@yahoo.com,François,Kim,+44 20 7946 0958,Asia,2020-02-29,0
customer680@company.com,Sarah,Williams,+81-3-1234-5678,EMEA,2020-02-29,0
customer663@gmail.com,O'Brien,Johnson,invalid-phone,N/A,2020-02-29,0
customer546@gmail.com,Sarah,Wang,invalid-phone,europe,2020-02-29,0
customer695@company.com,Chris,Díaz,invalid-phone,us,2020-02-29,0
customer285@gmail.com,Léa,Johnson,invalid-phone,Europe,2020-03-01,0
customer56@company.com,Müller,Williams,555.123.4567,apac,2020-03-01,1
customer733@yahoo.com,Sarah,Martínez,555.123.4567,US,2020-03-01,0
customer302@company.com,Maria,Smith,555.123.4567,,2020-03-01,0
customer162@gmail.com,Sarah,Williams,5551234567,North America,2020-03-01,0
customer18@gmail.com,Pat,Kim,555.123.4567,us,2020-03-01,0
customer369@gmail.com,Mike,Williams,,eu,2020-03-02,0
customer263@company.com,John,González,invalid-phone,europe,2020-03-02,0
customer793@yahoo.com,José,Williams,555.123.4567,North America,2020-03-02,0
customer112@yahoo.com,Mike,Jones,,europe,2020-03-02,0
customer487@yahoo.com,Müller,Johnson,,US,2020-03-02,0
customer326@company.com,François,Johnson,5551234567,Europe,2020-03-02,0
customer541@yahoo.com,Léa,Smith,+44 20 7946 0958,us,2020-03-03,1
